id,email,first_name,last_name,state,created_at,orders_count,total_spent,tags,accepts_marketing
7000000243,sebastian_williams@gmail.com,Sebastian,Williams,SC,2024-09-11T23:56:33-05:00,1,97.19,,true
7000000244,mateoadams83@outlook.com,Mateo,Adams,MA,2024-04-18T00:23:02-05:00,1,39.97,,true
7000000245,michael_white@outlook.com,Michael,White,NJ,2025-05-09T03:48:23-05:00,2,195.17,,true
7000000246,nora_martinez40@icloud.com,Nora,Martinez,PA,2025-06-17T17:34:58-05:00,1,36.44,,true
7000000247,nora_hall@outlook.com,Nora,Hall,NY,2024-04-27T00:49:20-05:00,2,97.12,,true
7000000248,lilythomas@outlook.com,Lily,Thomas,OR,2025-03-12T16:49:22-05:00,1,100.03,,false
7000000249,harpergreen56@gmail.com,Harper,Green,CT,2025-09-20T07:11:03-05:00,4,356.22,,false
7000000250,emma.rivera27@gmail.com,Emma,Rivera,MN,2024-04-14T19:32:51-05:00,5,433.34,,true
7000000251,scarlett_davis86@hotmail.com,Scarlett,Davis,WI,2024-11-16T21:44:06-05:00,3,113.02,,false
7000000252,alexander_thompson@outlook.com,Alexander,Thompson,MD,2025-08-27T03:05:08-05:00,1,37.31,,true
7000000253,evelyn.martin24@yahoo.com,Evelyn,Martin,TN,2025-02-01T15:13:39-05:00,1,83.28,,false
7000000254,harperyoung@hotmail.com,Harper,Young,IL,2025-05-16T10:30:58-05:00,1,100.97,,true
7000000255,aria_brown2@yahoo.com,Aria,Brown,PA,2025-01-28T20:26:47-05:00,1,47.97,,false
7000000256,layla_young91@icloud.com,Layla,Young,IL,2024-03-25T20:35:07-05:00,1,31.49,,true
7000000257,olivia.moore69@yahoo.com,Olivia,Moore,SC,2025-04-13T20:35:40-05:00,1,42.98,,false
7000000258,mateo_davis70@hotmail.com,Mateo,Davis,SC,2024-02-12T16:04:10-05:00,8,744.93,,false
7000000259,lily.adams@icloud.com,Lily,Adams,GA,2024-12-22T03:10:01-05:00,8,759.51,,true
7000000260,ameliamitchell89@hotmail.com,Amelia,Mitchell,WI,2025-03-14T06:02:35-05:00,2,74.88,,true
7000000261,noah_torres69@hotmail.com,Noah,Torres,OR,2024-06-21T11:47:01-05:00,10,468.04,,true
7000000262,mateomoore@yahoo.com,Mateo,Moore,SC,2025-02-25T02:09:30-05:00,4,369.50,,true
7000000263,evelynmartinez@icloud.com,Evelyn,Martinez,VA,2024-05-25T21:01:24-05:00,7,1701.64,,false
7000000264,michaeljones@icloud.com,Michael,Jones,TN,2024-10-11T13:26:14-05:00,4,146.89,,false
7000000265,rileysmith12@outlook.com,Riley,Smith,CA,2025-07-01T14:28:49-05:00,3,290.22,,false
7000000266,grace_moore37@hotmail.com,Grace,Moore,MN,2024-05-13T20:36:45-05:00,2,72.43,,true
7000000267,oliviamiller@gmail.com,Olivia,Miller,IL,2025-03-27T16:37:16-05:00,4,143.57,,false
7000000268,nathanrodriguez@outlook.com,Nathan,Rodriguez,CA,2025-11-01T13:07:22-05:00,2,75.54,,true
7000000269,noahsanchez@icloud.com,Noah,Sanchez,WI,2024-04-03T03:27:55-05:00,8,768.07,,false
7000000270,lucas.nguyen67@gmail.com,Lucas,Nguyen,NJ,2024-12-17T04:23:26-05:00,1,97.98,,false
7000000271,daniel.jones@gmail.com,Daniel,Jones,TX,2024-11-16T13:22:57-05:00,1,97.19,,true
7000000272,savannah.carter@gmail.com,Savannah,Carter,TN,2025-07-30T00:18:30-05:00,3,94.77,,true
7000000273,alexander.campbell@icloud.com,Alexander,Campbell,MD,2025-03-29T07:54:34-05:00,9,334.82,,true
7000000274,aaliyahdavis94@outlook.com,Aaliyah,Davis,MA,2024-11-18T05:05:27-05:00,2,64.07,,true
7000000275,victoriahill93@gmail.com,Victoria,Hill,MO,2024-11-04T07:28:48-05:00,5,563.34,,true
7000000276,mason.adams31@icloud.com,Mason,Adams,TX,2024-09-03T18:11:21-05:00,3,110.40,,true
7000000277,sofia.lee50@outlook.com,Sofia,Lee,OR,2024-06-25T17:08:56-05:00,1,29.99,,true
7000000278,riley.jones@gmail.com,Riley,Jones,NY,2025-02-11T18:26:42-05:00,11,1040.72,,false
7000000279,nathan.sanchez@outlook.com,Nathan,Sanchez,CA,2024-11-13T02:52:37-05:00,11,523.60,,true
7000000280,sebastian_lee@outlook.com,Sebastian,Lee,IN,2025-03-23T08:41:18-05:00,4,358.16,,true
7000000281,isabellarobinson@outlook.com,Isabella,Robinson,MO,2024-06-28T04:20:55-05:00,7,1685.25,,true
7000000282,aiden_young67@yahoo.com,Aiden,Young,WA,2024-05-09T09:47:07-05:00,1,96.29,,true
7000000283,elizabeth_ramirez@outlook.com,Elizabeth,Ramirez,IN,2025-08-13T22:50:51-05:00,2,475.76,,false
7000000284,noahyoung22@yahoo.com,Noah,Young,GA,2024-04-15T20:53:43-05:00,11,1031.99,,true
7000000285,lily.allen@yahoo.com,Lily,Allen,NY,2025-04-28T13:15:07-05:00,1,81.56,,true
7000000286,oliviascott95@yahoo.com,Olivia,Scott,MI,2024-09-11T15:09:19-05:00,3,259.17,,true
7000000287,ava_torres@yahoo.com,Ava,Torres,OH,2025-06-12T01:40:19-05:00,1,32.65,,true
7000000288,mason_roberts@hotmail.com,Mason,Roberts,CO,2024-01-09T13:25:54-05:00,1,44.17,,true
7000000289,scarlettwhite@hotmail.com,Scarlett,White,SC,2024-09-08T05:28:55-05:00,4,338.85,,false
7000000290,james_wright@outlook.com,James,Wright,NJ,2025-01-20T11:11:46-05:00,4,130.08,,true
7000000291,grace.brown92@gmail.com,Grace,Brown,NY,2024-08-25T18:55:25-05:00,1,52.96,,true
7000000292,lilygarcia@icloud.com,Lily,Garcia,CA,2025-08-29T20:40:25-05:00,2,185.94,,true
7000000293,mason_taylor51@outlook.com,Mason,Taylor,CO,2024-10-05T08:30:19-05:00,1,77.75,,true
7000000294,savannahroberts@gmail.com,Savannah,Roberts,IL,2025-04-05T16:58:06-05:00,1,43.50,,true
7000000295,savannah_wilson40@outlook.com,Savannah,Wilson,TX,2024-04-02T05:44:18-05:00,10,315.87,,true
7000000296,amelia.lee@outlook.com,Amelia,Lee,AZ,2025-06-09T01:46:56-05:00,4,128.70,,true
7000000297,liam_sanchez@gmail.com,Liam,Sanchez,CO,2024-04-14T05:05:22-05:00,5,179.16,,true
7000000298,lucas_gonzalez@hotmail.com,Lucas,Gonzalez,MN,2024-09-22T02:43:48-05:00,1,82.61,,true
7000000299,jayden.lewis12@gmail.com,Jayden,Lewis,NY,2025-04-17T01:50:37-05:00,4,147.05,,false
7000000300,grace_johnson88@yahoo.com,Grace,Johnson,WA,2024-08-07T06:48:50-05:00,6,558.39,,false
7000000301,oliviaflores@outlook.com,Olivia,Flores,VA,2025-02-25T20:02:59-05:00,11,1048.04,,true
7000000302,ethan_rodriguez@hotmail.com,Ethan,Rodriguez,NJ,2025-01-26T13:04:29-05:00,1,34.83,,false
7000000303,mateo_allen50@yahoo.com,Mateo,Allen,NJ,2024-11-22T21:44:25-05:00,2,92.32,,true
7000000304,daniel_king@yahoo.com,Daniel,King,TX,2024-09-10T23:54:56-05:00,6,281.39,,true
7000000305,mateo_harris@yahoo.com,Mateo,Harris,MN,2024-11-21T13:03:46-05:00,3,274.70,,true
7000000306,mateo.torres@icloud.com,Mateo,Torres,OR,2024-11-12T06:23:30-05:00,12,1118.73,,true
7000000307,james.hill3@gmail.com,James,Hill,MI,2025-09-20T07:20:06-05:00,1,89.99,,true
7000000308,logan.brown@gmail.com,Logan,Brown,TN,2025-01-08T02:38:26-05:00,12,566.86,,false
7000000309,elizabeth_martin@icloud.com,Elizabeth,Martin,WI,2025-05-13T23:38:09-05:00,8,293.75,,true
7000000310,penelope.nguyen49@outlook.com,Penelope,Nguyen,FL,2024-06-30T00:03:55-05:00,7,639.12,,false
7000000311,harper_hill@hotmail.com,Harper,Hill,TX,2025-05-23T05:07:14-05:00,1,246.09,,true
7000000312,alexander.lee@outlook.com,Alexander,Lee,CO,2024-01-12T09:39:21-05:00,4,992.12,,true
7000000313,benjaminmiller@icloud.com,Benjamin,Miller,CO,2025-03-05T06:03:22-05:00,4,475.02,,false
7000000314,alexander_wright13@hotmail.com,Alexander,Wright,WI,2024-08-18T05:55:19-05:00,4,176.32,,true
7000000315,liam_lee@outlook.com,Liam,Lee,IL,2025-01-19T05:51:30-05:00,6,225.87,,true
7000000316,owen_flores@icloud.com,Owen,Flores,WI,2024-06-17T22:06:42-05:00,7,1610.99,,true
7000000317,jackson.perez25@hotmail.com,Jackson,Perez,CT,2025-07-07T09:39:28-05:00,3,106.78,,true
7000000318,jackson_brown74@yahoo.com,Jackson,Brown,NY,2025-01-04T00:08:20-05:00,11,1034.82,,true
7000000319,elijah.miller@outlook.com,Elijah,Miller,CA,2025-04-29T04:12:19-05:00,4,127.01,,false
7000000320,grace_nelson12@yahoo.com,Grace,Nelson,WA,2025-01-25T13:26:58-05:00,9,418.66,,true
7000000321,michael_robinson29@hotmail.com,Michael,Robinson,NY,2024-06-03T03:31:15-05:00,7,823.14,,true
7000000322,aaliyah.nguyen@icloud.com,Aaliyah,Nguyen,TN,2025-03-04T19:29:50-05:00,4,342.85,,false
7000000323,daniel.martin@hotmail.com,Daniel,Martin,MN,2025-06-13T20:48:25-05:00,1,34.99,,true
7000000324,aaliyah.lewis@yahoo.com,Aaliyah,Lewis,FL,2024-02-13T15:24:52-05:00,1,42.00,,false
7000000325,camilamartinez34@gmail.com,Camila,Martinez,CA,2025-02-01T20:15:23-05:00,3,132.14,,true
7000000326,chloe.robinson90@gmail.com,Chloe,Robinson,MA,2024-06-02T05:23:44-05:00,2,69.27,,true
7000000327,mateo.roberts37@icloud.com,Mateo,Roberts,GA,2025-01-27T23:50:24-05:00,11,341.47,,false
7000000328,harper_moore19@gmail.com,Harper,Moore,AZ,2024-12-05T08:38:59-05:00,4,190.53,,false
7000000329,sofia_johnson39@outlook.com,Sofia,Johnson,VA,2024-04-10T08:17:58-05:00,4,385.72,,false
7000000330,abigail_campbell@yahoo.com,Abigail,Campbell,CO,2024-08-04T14:49:28-05:00,8,296.33,,true
7000000331,henry.hernandez40@yahoo.com,Henry,Hernandez,SC,2025-06-20T20:42:17-05:00,7,639.43,,true
7000000332,noah.thomas@outlook.com,Noah,Thomas,IN,2024-07-22T09:58:30-05:00,4,965.58,,false
7000000333,camiladavis@outlook.com,Camila,Davis,VA,2025-08-31T16:14:31-05:00,2,97.18,,false
7000000334,alexander_hernandez@outlook.com,Alexander,Hernandez,NJ,2025-01-30T01:48:27-05:00,1,37.31,,true
7000000335,jaydenanderson27@icloud.com,Jayden,Anderson,TN,2024-01-21T00:19:26-05:00,3,87.64,,true
7000000336,owen.smith33@outlook.com,Owen,Smith,MA,2025-01-20T12:41:46-05:00,4,437.76,,true
7000000337,emilybaker80@hotmail.com,Emily,Baker,TX,2024-01-08T18:37:25-05:00,17,805.89,,true
7000000338,emily.baker@outlook.com,Emily,Baker,GA,2025-10-17T11:50:16-05:00,1,109.99,,true
7000000339,elijahmartinez@gmail.com,Elijah,Martinez,MD,2025-02-17T11:38:08-05:00,2,96.73,,true
7000000340,mason_taylor52@gmail.com,Mason,Taylor,MN,2025-08-08T06:54:52-05:00,5,452.56,,true
7000000341,penelopethompson@hotmail.com,Penelope,Thompson,IL,2024-10-27T03:33:13-05:00,7,651.08,,true
7000000342,laylaperez@outlook.com,Layla,Perez,OH,2024-11-10T15:18:32-05:00,8,384.77,,true
7000000343,benjamin_nguyen@icloud.com,Benjamin,Nguyen,NY,2025-10-11T21:14:50-05:00,3,285.16,,true
7000000344,elijah.allen88@hotmail.com,Elijah,Allen,NC,2025-02-27T01:58:06-05:00,11,532.00,,true
7000000345,elijah_perez73@yahoo.com,Elijah,Perez,MI,2024-07-03T02:56:32-05:00,7,656.15,,true
7000000346,camila.brown58@yahoo.com,Camila,Brown,SC,2024-06-21T20:58:54-05:00,4,147.53,,false
7000000347,lucas_flores82@icloud.com,Lucas,Flores,MA,2025-05-03T13:57:22-05:00,7,252.00,,true
7000000348,emmalee@gmail.com,Emma,Lee,WI,2024-09-11T08:14:17-05:00,3,88.40,,true
7000000349,lucas_miller65@yahoo.com,Lucas,Miller,CA,2024-02-16T10:51:25-05:00,6,183.23,,false
7000000350,ella.baker44@outlook.com,Ella,Baker,SC,2024-07-11T06:00:11-05:00,7,659.47,,false
7000000351,jamesanderson@gmail.com,James,Anderson,MN,2025-05-31T06:09:09-05:00,4,139.75,,true
7000000352,camilataylor@hotmail.com,Camila,Taylor,NY,2024-04-20T23:47:44-05:00,3,269.97,,true
7000000353,jacob_lewis16@icloud.com,Jacob,Lewis,IN,2024-06-05T07:28:54-05:00,1,96.29,,true
7000000354,jacob.nelson85@hotmail.com,Jacob,Nelson,MD,2024-05-20T15:14:56-05:00,1,53.97,,true
7000000355,mason.davis@hotmail.com,Mason,Davis,PA,2024-09-26T19:02:49-05:00,6,577.40,,true
7000000356,mason.hernandez71@yahoo.com,Mason,Hernandez,IN,2025-05-07T12:02:12-05:00,1,37.37,,true
7000000357,isabellatorres@gmail.com,Isabella,Torres,SC,2025-06-07T02:43:56-05:00,1,118.79,,true
7000000358,jayden_anderson38@icloud.com,Jayden,Anderson,NY,2024-04-12T06:21:38-05:00,4,386.96,,true
7000000359,layla_lee@gmail.com,Layla,Lee,SC,2024-02-16T00:21:07-05:00,10,951.98,,true
7000000360,alexanderlewis@outlook.com,Alexander,Lewis,MI,2024-07-06T04:08:40-05:00,2,72.43,,false
7000000361,ethan_hall@gmail.com,Ethan,Hall,FL,2024-03-01T05:48:12-05:00,10,366.08,,false
7000000362,harper_flores@yahoo.com,Harper,Flores,VA,2025-05-14T04:06:42-05:00,3,108.92,,false
7000000363,avataylor@hotmail.com,Ava,Taylor,SC,2025-08-13T20:34:17-05:00,1,37.98,,true
7000000364,ellanelson32@outlook.com,Ella,Nelson,MO,2025-10-18T14:00:46-05:00,3,136.20,,true
7000000365,jaydenhernandez61@yahoo.com,Jayden,Hernandez,CA,2025-05-18T11:40:26-05:00,2,193.48,,true
7000000366,henryanderson83@icloud.com,Henry,Anderson,OH,2024-03-21T16:42:54-05:00,1,117.28,,false
7000000367,grace_lewis16@gmail.com,Grace,Lewis,TX,2025-02-17T15:00:46-05:00,1,97.19,,true
7000000368,owenflores@icloud.com,Owen,Flores,MI,2025-01-07T01:58:33-05:00,1,97.98,,false
7000000369,victoriaroberts77@outlook.com,Victoria,Roberts,IN,2025-04-08T04:09:05-05:00,9,434.21,,true
7000000370,elizabeththompson38@gmail.com,Elizabeth,Thompson,NY,2024-06-17T17:55:42-05:00,7,1730.97,,false
7000000371,benjamin.flores@icloud.com,Benjamin,Flores,PA,2025-04-13T06:56:19-05:00,3,267.29,,true
7000000372,oliviagreen@icloud.com,Olivia,Green,CO,2025-08-26T18:21:26-05:00,3,104.98,,false
7000000373,chloe.mitchell71@hotmail.com,Chloe,Mitchell,VA,2025-06-04T06:27:06-05:00,7,644.96,,true
7000000374,jacksonharris77@hotmail.com,Jackson,Harris,AZ,2025-03-04T22:10:22-05:00,4,952.16,,true
7000000375,avery_perez@yahoo.com,Avery,Perez,MA,2025-09-08T18:39:07-05:00,2,500.80,,true
7000000376,elijahwilson92@outlook.com,Elijah,Wilson,MO,2024-05-15T23:40:08-05:00,3,144.87,,true
7000000377,zoey_davis72@hotmail.com,Zoey,Davis,MN,2025-03-03T19:26:19-05:00,10,472.15,,false
7000000378,chloe.miller@gmail.com,Chloe,Miller,MO,2024-02-27T07:16:41-05:00,2,67.05,,true
7000000379,layla.taylor8@yahoo.com,Layla,Taylor,SC,2025-07-08T01:10:34-05:00,1,117.69,,false
7000000380,ariabaker@hotmail.com,Aria,Baker,AZ,2024-08-31T18:36:07-05:00,6,554.27,,true
7000000381,ethan_harris88@hotmail.com,Ethan,Harris,NY,2024-01-14T09:09:03-05:00,3,293.94,,false
7000000382,camilarivera83@hotmail.com,Camila,Rivera,OR,2025-09-09T07:09:11-05:00,1,56.58,,true
7000000383,michaellopez@yahoo.com,Michael,Lopez,CT,2025-06-10T04:20:43-05:00,1,28.57,,false
7000000384,victoria.taylor21@gmail.com,Victoria,Taylor,MI,2025-04-22T05:38:10-05:00,9,324.12,,true
7000000385,savannahgreen85@icloud.com,Savannah,Green,MN,2025-07-17T13:02:14-05:00,2,75.23,,true
7000000386,harper.king@icloud.com,Harper,King,OR,2025-07-03T14:41:16-05:00,3,112.54,,true
7000000387,penelope_perez47@yahoo.com,Penelope,Perez,SC,2025-09-25T19:18:53-05:00,4,362.29,,true
7000000388,penelope_thompson@gmail.com,Penelope,Thompson,MO,2024-11-24T13:53:07-05:00,4,428.80,,true
7000000389,benjaminwright@hotmail.com,Benjamin,Wright,SC,2025-01-18T18:43:31-05:00,6,286.47,,false
7000000390,oliviajackson25@hotmail.com,Olivia,Jackson,CA,2024-04-08T06:05:40-05:00,7,819.84,,true
7000000391,amelianelson28@gmail.com,Amelia,Nelson,PA,2025-07-04T15:50:47-05:00,2,59.98,,true
7000000392,liamrobinson@gmail.com,Liam,Robinson,CA,2024-02-25T06:28:49-05:00,11,393.24,,true
7000000393,benjamin_clark58@icloud.com,Benjamin,Clark,MI,2024-01-18T14:10:52-05:00,12,557.53,,true
7000000394,aaliyahmitchell@outlook.com,Aaliyah,Mitchell,TN,2024-04-18T10:33:09-05:00,8,298.48,,true
7000000395,mason_carter49@gmail.com,Mason,Carter,VA,2024-06-09T19:25:22-05:00,3,321.42,,false
7000000396,camila_martinez87@gmail.com,Camila,Martinez,OR,2025-07-22T05:08:50-05:00,4,150.51,,true
7000000397,sebastian.scott@outlook.com,Sebastian,Scott,PA,2025-02-26T23:31:03-05:00,5,235.83,,true
7000000398,harperanderson@gmail.com,Harper,Anderson,IL,2025-08-03T01:58:48-05:00,2,195.17,,false
7000000399,mason.nelson@yahoo.com,Mason,Nelson,CT,2025-08-17T17:44:17-05:00,3,109.87,,true
7000000400,penelope.adams13@hotmail.com,Penelope,Adams,CA,2024-07-17T11:34:12-05:00,12,558.39,,true
7000000401,nathan.nguyen73@outlook.com,Nathan,Nguyen,MA,2024-06-21T00:10:33-05:00,9,849.01,,true
7000000402,abigail.white87@icloud.com,Abigail,White,CO,2025-04-01T13:03:40-05:00,10,455.91,,false
7000000403,harperadams11@yahoo.com,Harper,Adams,OR,2024-07-20T09:35:02-05:00,4,148.32,,true
7000000404,liamallen4@hotmail.com,Liam,Allen,PA,2024-02-07T20:04:58-05:00,8,915.89,,false
7000000405,sofia.sanchez99@yahoo.com,Sofia,Sanchez,CO,2025-05-28T18:35:00-05:00,1,44.99,,true
7000000406,penelopethomas@hotmail.com,Penelope,Thomas,FL,2025-04-01T05:47:49-05:00,8,382.36,,true
7000000407,alexander.williams98@yahoo.com,Alexander,Williams,CA,2024-09-27T13:27:02-05:00,1,30.90,,true
7000000408,ethan_walker@outlook.com,Ethan,Walker,TX,2025-06-17T23:04:02-05:00,1,250.40,,true
7000000409,ethan_adams@hotmail.com,Ethan,Adams,GA,2025-01-20T08:06:55-05:00,4,464.71,,true
7000000410,gracewalker@icloud.com,Grace,Walker,IL,2024-08-23T02:48:24-05:00,2,96.56,,true
7000000411,mia.lopez@yahoo.com,Mia,Lopez,MA,2024-12-04T04:07:35-05:00,8,768.86,,false
7000000412,amelia.nguyen83@gmail.com,Amelia,Nguyen,OH,2024-02-14T04:39:22-05:00,1,39.97,,true
7000000413,camila.allen@gmail.com,Camila,Allen,IL,2024-09-21T06:33:17-05:00,6,1481.43,,false
7000000414,noracampbell@yahoo.com,Nora,Campbell,CO,2025-09-13T17:09:49-05:00,2,454.53,,true
7000000415,jacob.hill@hotmail.com,Jacob,Hill,MO,2025-06-07T09:37:51-05:00,7,248.77,,true
7000000416,owen.nguyen30@icloud.com,Owen,Nguyen,FL,2024-04-21T00:36:10-05:00,13,602.72,,false
7000000417,owen.miller@hotmail.com,Owen,Miller,TN,2024-04-30T03:23:34-05:00,4,386.17,,true
7000000418,savannahbaker56@outlook.com,Savannah,Baker,NY,2025-06-26T15:37:04-05:00,2,185.94,,false
7000000419,alexandernguyen@icloud.com,Alexander,Nguyen,FL,2024-09-17T17:22:19-05:00,6,1465.33,,true
7000000420,owen_wright@gmail.com,Owen,Wright,IN,2024-01-08T21:02:37-05:00,9,2155.90,,true
7000000421,jaydenwilson41@outlook.com,Jayden,Wilson,TX,2024-06-07T15:30:46-05:00,1,117.69,,true
7000000422,sebastianramirez47@icloud.com,Sebastian,Ramirez,SC,2024-07-27T15:02:42-05:00,10,922.51,,false
7000000423,sofiascott62@outlook.com,Sofia,Scott,MN,2024-12-18T14:29:43-05:00,1,56.97,,true
7000000424,michael.hall@hotmail.com,Michael,Hall,AZ,2024-12-12T20:02:45-05:00,7,215.49,,true
7000000425,ethan.green@icloud.com,Ethan,Green,MD,2025-03-21T03:12:32-05:00,4,975.16,,true
7000000426,sophia.hill93@icloud.com,Sophia,Hill,MD,2025-06-17T10:25:48-05:00,3,299.72,,true
7000000427,camila_young@hotmail.com,Camila,Young,NC,2024-07-18T01:13:25-05:00,3,139.28,,true
7000000428,layla_williams@yahoo.com,Layla,Williams,CA,2024-10-09T14:32:34-05:00,1,245.23,,false
7000000429,rileygonzalez@gmail.com,Riley,Gonzalez,OR,2024-10-18T20:21:24-05:00,1,34.99,,true
7000000430,abigailanderson25@icloud.com,Abigail,Anderson,MN,2024-01-05T09:30:23-05:00,1,89.99,,true
7000000431,henry_jackson15@hotmail.com,Henry,Jackson,MN,2024-09-13T16:07:14-05:00,8,368.97,,false
7000000432,aaliyah_perez88@hotmail.com,Aaliyah,Perez,NJ,2025-05-08T04:13:59-05:00,1,96.29,,false
7000000433,layla.hall41@outlook.com,Layla,Hall,TN,2025-07-02T00:21:14-05:00,1,109.99,,true
7000000434,mason_garcia87@gmail.com,Mason,Garcia,OR,2024-07-01T17:21:03-05:00,1,36.81,,true
7000000435,harpermitchell25@yahoo.com,Harper,Mitchell,OH,2024-09-04T09:39:47-05:00,1,94.15,,true
7000000436,aria.thompson@gmail.com,Aria,Thompson,MO,2025-05-19T22:20:55-05:00,3,266.62,,true
7000000437,sofia_flores64@icloud.com,Sofia,Flores,IL,2025-06-07T10:12:15-05:00,1,229.99,,true
7000000438,chloe_ramirez@hotmail.com,Chloe,Ramirez,WA,2025-02-07T06:21:51-05:00,1,51.16,,true
7000000439,logan.hall@icloud.com,Logan,Hall,MN,2024-04-13T11:50:55-05:00,18,1680.27,,true
7000000440,victoria.taylor35@hotmail.com,Victoria,Taylor,MI,2025-01-09T06:41:45-05:00,1,89.99,,true
7000000441,nathan_carter47@outlook.com,Nathan,Carter,CO,2024-07-03T20:48:15-05:00,1,37.37,,true
7000000442,nora.moore72@icloud.com,Nora,Moore,PA,2024-05-29T05:26:41-05:00,7,799.99,,true
7000000443,jacob.young81@icloud.com,Jacob,Young,NC,2024-09-13T20:28:00-05:00,1,97.98,,true
7000000444,jackson.hall@outlook.com,Jackson,Hall,VA,2025-10-06T03:30:22-05:00,1,77.03,,true
7000000445,sofiawhite72@outlook.com,Sofia,White,NJ,2025-02-25T04:24:50-05:00,4,366.63,,true
7000000446,savannah_jackson42@icloud.com,Savannah,Jackson,CA,2025-01-25T22:20:34-05:00,4,187.55,,true
7000000447,camila_perez81@gmail.com,Camila,Perez,CA,2024-06-14T12:30:39-05:00,7,1614.93,,true
7000000448,zoeymoore83@outlook.com,Zoey,Moore,CO,2025-01-06T21:22:08-05:00,4,381.45,,false
7000000449,aiden.lopez@outlook.com,Aiden,Lopez,CT,2024-03-22T07:40:00-05:00,7,213.88,,true
7000000450,avawalker@icloud.com,Ava,Walker,TN,2024-03-26T03:47:02-05:00,8,752.41,,true
7000000451,jayden_harris@outlook.com,Jayden,Harris,CO,2025-10-03T04:36:09-05:00,1,53.13,,true
7000000452,olivia_nelson42@icloud.com,Olivia,Nelson,OR,2024-10-05T19:58:18-05:00,1,211.13,,true
7000000453,camilamitchell73@hotmail.com,Camila,Mitchell,WI,2025-10-16T19:26:04-05:00,3,107.29,,true
7000000454,sebastian.anderson57@outlook.com,Sebastian,Anderson,MA,2024-09-23T05:40:10-05:00,4,141.32,,true
7000000455,alexander_jackson@icloud.com,Alexander,Jackson,SC,2025-05-03T10:54:30-05:00,2,84.58,,false
7000000456,owen.anderson71@yahoo.com,Owen,Anderson,MA,2025-07-28T15:54:52-05:00,6,276.45,,true
7000000457,ethan_anderson11@yahoo.com,Ethan,Anderson,TN,2025-09-19T09:53:53-05:00,2,168.25,,true
7000000458,elijah.jones18@gmail.com,Elijah,Jones,WI,2025-04-11T22:29:27-05:00,9,335.96,,false
7000000459,logan.johnson@yahoo.com,Logan,Johnson,TX,2024-10-15T09:48:03-05:00,3,105.18,,false
7000000460,james.garcia2@yahoo.com,James,Garcia,MI,2025-03-06T11:20:38-05:00,1,95.95,,false
7000000461,scarlett.hall@yahoo.com,Scarlett,Hall,NY,2024-09-29T14:17:15-05:00,1,119.75,,false
7000000462,elijah_taylor@yahoo.com,Elijah,Taylor,AZ,2025-03-29T08:59:56-05:00,1,105.92,,true
7000000463,scarlett.mitchell@icloud.com,Scarlett,Mitchell,AZ,2024-11-15T11:45:44-05:00,3,134.07,,true
7000000464,benjaminwalker@outlook.com,Benjamin,Walker,NY,2024-08-11T04:06:41-05:00,4,364.32,,false
7000000465,emma_hernandez@icloud.com,Emma,Hernandez,OH,2024-01-10T01:31:44-05:00,8,770.94,,false
7000000466,sofia.roberts@icloud.com,Sofia,Roberts,CA,2025-09-25T12:19:17-05:00,4,373.91,,true
7000000467,alexander.adams@yahoo.com,Alexander,Adams,VA,2024-08-26T11:31:55-05:00,1,34.98,,true
7000000468,nora.gonzalez89@outlook.com,Nora,Gonzalez,CT,2024-05-17T09:07:39-05:00,7,331.53,,false
7000000469,victoriajackson90@yahoo.com,Victoria,Jackson,MN,2024-07-10T19:47:33-05:00,6,694.28,,false
7000000470,owen.scott@icloud.com,Owen,Scott,NC,2024-09-26T19:43:09-05:00,6,1432.23,,true
7000000471,nora.lopez80@hotmail.com,Nora,Lopez,OH,2024-11-24T02:18:22-05:00,11,403.80,,false
7000000472,chloe_baker@hotmail.com,Chloe,Baker,NC,2024-11-26T14:55:13-05:00,4,950.26,,true
7000000473,chloe.nelson@yahoo.com,Chloe,Nelson,NY,2024-07-25T03:53:51-05:00,10,929.39,,true
7000000474,mateo_adams85@hotmail.com,Mateo,Adams,MD,2025-08-27T09:19:06-05:00,1,117.28,,true
7000000475,emmawilson@icloud.com,Emma,Wilson,WI,2024-03-03T13:08:27-05:00,2,180.47,,false
7000000476,zoeybrown@gmail.com,Zoey,Brown,NC,2024-03-20T07:51:38-05:00,2,84.12,,true
7000000477,noraanderson@yahoo.com,Nora,Anderson,TN,2024-09-11T20:45:14-05:00,1,109.99,,true
7000000478,lilymiller74@icloud.com,Lily,Miller,IN,2025-03-13T03:47:24-05:00,1,52.96,,true
7000000479,henryperez21@outlook.com,Henry,Perez,MI,2025-07-17T11:49:13-05:00,1,97.98,,false
7000000480,noralee@icloud.com,Nora,Lee,SC,2025-07-17T09:15:03-05:00,2,193.93,,false
7000000481,averysmith5@hotmail.com,Avery,Smith,NJ,2025-06-14T04:55:05-05:00,6,211.30,,true
7000000482,emily.anderson@outlook.com,Emily,Anderson,OR,2025-06-07T20:15:18-05:00,6,186.02,,true
7000000483,olivia_robinson@outlook.com,Olivia,Robinson,WA,2025-08-19T09:05:49-05:00,5,155.94,,true
7000000484,mateosanchez@outlook.com,Mateo,Sanchez,VA,2024-06-26T17:46:39-05:00,2,97.57,,true
7000000485,oliviacampbell@gmail.com,Olivia,Campbell,SC,2024-12-08T12:40:03-05:00,10,933.58,,false
