id,amount,amount_refunded,currency,status,created,customer_email,metadata_shopify_order_id,metadata_recharge_charge_id,payment_method_type,failure_code,failure_message
ch_000000000602,11975,0,usd,succeeded,2025-03-05T10:17:38Z,isabellayoung@hotmail.com,5000000636,1000000555,apple_pay,,
ch_000000000603,11879,0,usd,succeeded,2025-06-01T10:18:38Z,isabellayoung@hotmail.com,5000000637,1000000556,google_pay,,
ch_000000000604,11728,0,usd,succeeded,2025-09-02T10:16:38Z,isabellayoung@hotmail.com,5000000638,1000000557,card,,
ch_000000000605,11769,0,usd,succeeded,2025-11-30T10:18:38Z,isabellayoung@hotmail.com,5000000639,1000000558,card,,
ch_000000000606,9629,0,usd,succeeded,2024-03-14T00:12:11Z,evelyn_torres@hotmail.com,5000000641,,apple_pay,,
ch_000000000607,9629,0,usd,succeeded,2024-01-20T18:01:05Z,danielwilliams50@outlook.com,5000000642,1000000559,card,,
ch_000000000608,9798,0,usd,succeeded,2024-02-17T18:00:05Z,danielwilliams50@outlook.com,5000000643,1000000560,apple_pay,,
ch_000000000609,9595,0,usd,succeeded,2024-03-18T18:04:05Z,danielwilliams50@outlook.com,5000000644,1000000561,card,,
ch_000000000610,9629,0,usd,succeeded,2024-04-18T18:04:05Z,danielwilliams50@outlook.com,5000000645,1000000562,apple_pay,,
ch_000000000611,9719,0,usd,succeeded,2024-05-19T18:01:05Z,danielwilliams50@outlook.com,5000000646,1000000563,card,,
ch_000000000612,9798,0,usd,succeeded,2024-06-17T18:00:05Z,danielwilliams50@outlook.com,5000000647,1000000564,card,,
ch_000000000613,9595,0,usd,succeeded,2024-07-16T18:01:05Z,danielwilliams50@outlook.com,5000000648,1000000565,card,,
ch_000000000614,9595,0,usd,succeeded,2024-08-17T18:00:05Z,danielwilliams50@outlook.com,5000000649,1000000566,google_pay,,
ch_000000000615,9798,0,usd,succeeded,2024-09-13T18:05:05Z,danielwilliams50@outlook.com,5000000650,1000000567,google_pay,,
ch_000000000616,8666,0,usd,succeeded,2024-10-16T18:03:05Z,danielwilliams50@outlook.com,5000000651,1000000568,google_pay,,
ch_000000000617,9719,0,usd,failed,2024-11-15T18:05:05Z,danielwilliams50@outlook.com,,1000000569,google_pay,,
ch_000000000618,9595,0,usd,succeeded,2024-12-14T18:05:05Z,danielwilliams50@outlook.com,5000000653,1000000570,card,,
ch_000000000619,9719,0,usd,failed,2025-01-14T18:04:05Z,danielwilliams50@outlook.com,,1000000571,card,card_declined,
ch_000000000620,9798,9798,usd,succeeded,2025-02-12T18:05:05Z,danielwilliams50@outlook.com,5000000655,1000000572,card,,
ch_000000000621,9595,9595,usd,succeeded,2025-03-13T18:01:05Z,danielwilliams50@outlook.com,5000000656,1000000573,apple_pay,,
ch_000000000622,8999,0,usd,succeeded,2025-04-14T18:04:05Z,danielwilliams50@outlook.com,5000000657,1000000574,apple_pay,,
ch_000000000623,8999,0,usd,succeeded,2025-05-12T18:02:05Z,danielwilliams50@outlook.com,5000000658,1000000575,card,,
ch_000000000624,8156,0,usd,succeeded,2024-12-28T00:52:47Z,noranelson14@yahoo.com,5000000659,1000000576,card,,
ch_000000000625,9595,0,usd,succeeded,2025-01-28T00:52:47Z,noranelson14@yahoo.com,5000000660,1000000577,google_pay,,
ch_000000000626,9719,0,usd,succeeded,2025-02-27T00:52:47Z,noranelson14@yahoo.com,5000000661,1000000578,google_pay,,
ch_000000000627,9719,0,usd,succeeded,2025-03-28T00:55:47Z,noranelson14@yahoo.com,5000000662,1000000579,card,,
ch_000000000628,8636,0,usd,succeeded,2025-04-26T00:56:47Z,noranelson14@yahoo.com,5000000663,1000000580,google_pay,,
ch_000000000629,9719,0,usd,succeeded,2025-05-27T00:56:47Z,noranelson14@yahoo.com,5000000664,1000000581,card,,
ch_000000000630,9629,0,usd,succeeded,2025-06-28T00:57:47Z,noranelson14@yahoo.com,5000000665,1000000582,card,,
ch_000000000631,9798,0,usd,failed,2025-07-26T00:56:47Z,noranelson14@yahoo.com,,1000000583,google_pay,insufficient_funds,
ch_000000000632,9629,0,usd,succeeded,2025-08-25T00:53:47Z,noranelson14@yahoo.com,5000000667,1000000584,card,,
ch_000000000633,9595,0,usd,succeeded,2025-09-23T00:52:47Z,noranelson14@yahoo.com,5000000668,1000000585,card,,
ch_000000000634,3918,0,usd,succeeded,2025-04-14T06:21:47Z,nathanwalker@gmail.com,5000000669,1000000586,card,,
ch_000000000635,4859,0,usd,succeeded,2025-05-13T06:25:47Z,nathanwalker@gmail.com,5000000670,1000000587,apple_pay,,
ch_000000000636,4859,0,usd,succeeded,2025-06-13T06:23:47Z,nathanwalker@gmail.com,5000000671,1000000588,card,,
ch_000000000637,11769,0,usd,succeeded,2024-09-19T06:21:59Z,olivia_lee66@hotmail.com,5000000672,1000000589,apple_pay,,
ch_000000000638,9899,0,usd,succeeded,2024-12-17T06:22:59Z,olivia_lee66@hotmail.com,5000000673,1000000590,google_pay,,
ch_000000000639,11728,0,usd,succeeded,2025-03-18T06:21:59Z,olivia_lee66@hotmail.com,5000000674,1000000591,card,,
ch_000000000640,2999,0,usd,succeeded,2025-01-12T20:58:32Z,alexander.roberts84@outlook.com,5000000675,1000000592,card,,
ch_000000000641,3265,0,usd,succeeded,2025-02-13T20:54:32Z,alexander.roberts84@outlook.com,5000000676,1000000593,google_pay,,
ch_000000000642,9595,0,usd,succeeded,2024-10-03T08:01:28Z,elizabeth_lopez89@outlook.com,5000000677,1000000594,apple_pay,,
ch_000000000643,8999,0,usd,succeeded,2025-01-01T08:05:28Z,elizabeth_lopez89@outlook.com,5000000678,1000000595,google_pay,,
ch_000000000644,9595,0,usd,succeeded,2025-04-01T08:01:28Z,elizabeth_lopez89@outlook.com,5000000679,1000000596,card,,
ch_000000000645,9719,0,usd,succeeded,2025-06-27T08:01:28Z,elizabeth_lopez89@outlook.com,5000000680,1000000597,card,,
ch_000000000646,9595,0,usd,succeeded,2025-09-25T08:03:28Z,elizabeth_lopez89@outlook.com,5000000681,1000000598,card,,
ch_000000000647,9719,0,usd,succeeded,2025-12-26T08:04:28Z,elizabeth_lopez89@outlook.com,5000000682,1000000599,apple_pay,,
ch_000000000648,3209,0,usd,succeeded,2024-12-04T15:48:50Z,owenlopez38@gmail.com,5000000684,1000000600,card,,
ch_000000000649,2999,0,usd,succeeded,2025-01-03T15:47:50Z,owenlopez38@gmail.com,5000000685,1000000601,card,,
ch_000000000650,2999,0,usd,succeeded,2025-01-31T15:49:50Z,owenlopez38@gmail.com,5000000686,1000000602,card,,
ch_000000000651,2999,0,usd,succeeded,2025-03-04T15:46:50Z,owenlopez38@gmail.com,5000000687,1000000603,card,,
ch_000000000652,3697,0,usd,succeeded,2025-03-24T15:00:46Z,nathan_lewis@outlook.com,5000000688,,apple_pay,,
ch_000000000653,4898,0,usd,succeeded,2025-09-16T21:01:12Z,penelope_green@gmail.com,5000000689,1000000604,apple_pay,,
ch_000000000654,4859,0,usd,succeeded,2025-10-16T20:59:12Z,penelope_green@gmail.com,5000000690,1000000605,card,,
ch_000000000655,9595,0,usd,succeeded,2025-09-12T10:37:11Z,savannah_adams47@hotmail.com,5000000691,1000000606,google_pay,,
ch_000000000656,9798,0,usd,succeeded,2025-10-14T10:36:11Z,savannah_adams47@hotmail.com,5000000692,1000000607,card,,
ch_000000000657,9798,0,usd,succeeded,2025-11-10T10:39:11Z,savannah_adams47@hotmail.com,5000000693,1000000608,google_pay,,
ch_000000000658,3810,0,usd,succeeded,2025-02-11T16:26:47Z,michael.carter@hotmail.com,5000000694,1000000609,apple_pay,,
ch_000000000659,3744,0,usd,succeeded,2025-03-13T16:28:47Z,michael.carter@hotmail.com,5000000695,1000000610,card,,
ch_000000000660,3731,0,usd,succeeded,2025-04-15T16:28:47Z,michael.carter@hotmail.com,5000000696,1000000611,card,,
ch_000000000661,3779,0,usd,succeeded,2025-05-15T16:27:47Z,michael.carter@hotmail.com,5000000697,1000000612,card,,
ch_000000000662,3499,0,usd,succeeded,2025-06-11T16:30:47Z,michael.carter@hotmail.com,5000000698,1000000613,google_pay,,
ch_000000000663,3810,0,usd,succeeded,2025-07-14T16:30:47Z,michael.carter@hotmail.com,5000000699,1000000614,google_pay,,
ch_000000000664,3744,0,usd,succeeded,2025-08-11T16:29:47Z,michael.carter@hotmail.com,5000000700,1000000615,card,,
ch_000000000665,3428,0,usd,succeeded,2025-09-09T16:27:47Z,michael.carter@hotmail.com,5000000701,1000000616,card,,
ch_000000000666,3731,0,usd,succeeded,2025-10-09T16:26:47Z,michael.carter@hotmail.com,5000000702,1000000617,card,,
ch_000000000667,5658,0,usd,succeeded,2024-09-28T14:33:36Z,liam.mitchell64@hotmail.com,5000000703,,card,,
ch_000000000668,10691,0,usd,succeeded,2024-06-25T21:13:21Z,nathan.young@gmail.com,5000000704,1000000618,card,,
ch_000000000669,11769,0,usd,succeeded,2024-09-25T21:12:21Z,nathan.young@gmail.com,5000000705,1000000619,card,,
ch_000000000670,11975,0,usd,succeeded,2024-12-23T21:14:21Z,nathan.young@gmail.com,5000000706,1000000620,card,,
ch_000000000671,11975,0,usd,succeeded,2025-03-23T21:14:21Z,nathan.young@gmail.com,5000000707,1000000621,apple_pay,,
ch_000000000672,10999,0,usd,succeeded,2025-06-20T21:17:21Z,nathan.young@gmail.com,5000000708,1000000622,card,,
ch_000000000673,11769,2855,usd,succeeded,2025-09-21T21:13:21Z,nathan.young@gmail.com,5000000709,1000000623,card,,
ch_000000000674,10999,0,usd,succeeded,2025-12-19T21:15:21Z,nathan.young@gmail.com,5000000710,1000000624,card,,
ch_000000000675,3597,0,usd,succeeded,2025-10-16T11:20:18Z,zoeyjones70@outlook.com,5000000711,,card,,
ch_000000000676,18780,0,usd,succeeded,2025-08-11T18:28:53Z,elijah.rodriguez@outlook.com,5000000712,1000000625,apple_pay,,
ch_000000000677,24839,0,usd,succeeded,2025-11-09T18:27:53Z,elijah.rodriguez@outlook.com,5000000713,1000000626,card,,
ch_000000000678,4814,0,usd,succeeded,2025-02-27T01:56:53Z,ava_martin92@hotmail.com,5000000714,1000000627,card,,
ch_000000000679,4898,0,usd,succeeded,2025-03-26T02:00:53Z,ava_martin92@hotmail.com,5000000715,1000000628,card,,
ch_000000000680,4859,0,usd,succeeded,2025-04-26T01:56:53Z,ava_martin92@hotmail.com,5000000716,1000000629,card,,
ch_000000000681,4049,0,usd,succeeded,2025-05-26T02:00:53Z,ava_martin92@hotmail.com,5000000717,1000000630,google_pay,,
ch_000000000682,8999,0,usd,succeeded,2025-07-19T04:22:39Z,michaelrobinson67@yahoo.com,5000000718,,card,,
ch_000000000683,11728,0,usd,succeeded,2024-06-16T16:47:51Z,henry.brown@outlook.com,5000000719,1000000631,card,,
ch_000000000684,11879,0,usd,succeeded,2024-09-13T16:45:51Z,henry.brown@outlook.com,5000000720,1000000632,card,,
ch_000000000685,11769,0,usd,succeeded,2024-12-11T16:49:51Z,henry.brown@outlook.com,5000000721,1000000633,card,,
ch_000000000686,11728,0,usd,succeeded,2025-03-14T16:45:51Z,henry.brown@outlook.com,5000000722,1000000634,card,,
ch_000000000687,10999,0,usd,succeeded,2025-06-11T16:44:51Z,henry.brown@outlook.com,5000000723,1000000635,card,,
ch_000000000688,9899,0,usd,succeeded,2025-09-10T16:44:51Z,henry.brown@outlook.com,5000000724,1000000636,google_pay,,
ch_000000000689,11879,0,usd,succeeded,2025-12-08T16:45:51Z,henry.brown@outlook.com,5000000725,1000000637,google_pay,,
ch_000000000690,2984,2984,usd,succeeded,2024-05-10T03:46:22Z,chloe.jackson@hotmail.com,5000000727,1000000638,google_pay,,
ch_000000000691,3731,0,usd,succeeded,2024-06-10T03:46:22Z,chloe.jackson@hotmail.com,5000000728,1000000639,card,,
ch_000000000692,3744,0,usd,succeeded,2024-07-09T03:46:22Z,chloe.jackson@hotmail.com,5000000729,1000000640,apple_pay,,
ch_000000000693,3198,3198,usd,succeeded,2024-02-01T08:01:26Z,riley.nguyen22@hotmail.com,5000000730,1000000641,google_pay,,
ch_000000000694,2999,0,usd,succeeded,2024-02-29T07:59:26Z,riley.nguyen22@hotmail.com,5000000731,1000000642,google_pay,,
ch_000000000695,3198,0,usd,succeeded,2024-03-31T07:57:26Z,riley.nguyen22@hotmail.com,5000000732,1000000643,card,,
ch_000000000696,3209,0,usd,succeeded,2024-04-29T08:00:26Z,riley.nguyen22@hotmail.com,5000000733,1000000644,google_pay,,
ch_000000000697,3239,754,usd,succeeded,2024-06-01T08:00:26Z,riley.nguyen22@hotmail.com,5000000734,1000000645,card,,
ch_000000000698,2878,0,usd,succeeded,2024-06-28T07:58:26Z,riley.nguyen22@hotmail.com,5000000735,1000000646,card,,
ch_000000000699,3239,0,usd,succeeded,2024-07-30T08:01:26Z,riley.nguyen22@hotmail.com,5000000736,1000000647,apple_pay,,
ch_000000000700,9719,0,usd,succeeded,2025-07-13T15:33:47Z,savannah_torres@icloud.com,5000000737,1000000648,card,,
ch_000000000701,8999,0,usd,succeeded,2025-10-12T15:34:47Z,savannah_torres@icloud.com,5000000738,1000000649,apple_pay,,
ch_000000000702,7348,0,usd,succeeded,2024-03-05T10:49:19Z,evelyn_baker39@gmail.com,5000000740,,google_pay,,
ch_000000000703,3857,0,usd,succeeded,2024-12-20T19:36:00Z,ameliaperez19@outlook.com,5000000741,,card,,
ch_000000000704,3731,0,usd,succeeded,2024-05-25T08:31:29Z,logan_thomas16@icloud.com,5000000742,1000000650,card,,
ch_000000000705,3731,0,usd,succeeded,2024-06-23T08:33:29Z,logan_thomas16@icloud.com,5000000743,1000000651,google_pay,,
ch_000000000706,3810,0,usd,succeeded,2024-07-24T08:31:29Z,logan_thomas16@icloud.com,5000000744,1000000652,apple_pay,,
ch_000000000707,3779,0,usd,succeeded,2024-08-25T08:32:29Z,logan_thomas16@icloud.com,5000000745,1000000653,google_pay,,
ch_000000000708,3810,0,usd,succeeded,2024-09-22T08:34:29Z,logan_thomas16@icloud.com,5000000746,1000000654,apple_pay,,
ch_000000000709,8795,0,usd,succeeded,2024-06-15T23:08:28Z,evelyn_hernandez74@yahoo.com,5000000747,1000000655,card,,
ch_000000000710,11975,0,usd,succeeded,2024-09-11T23:08:28Z,evelyn_hernandez74@yahoo.com,5000000748,1000000656,google_pay,,
ch_000000000711,11728,0,usd,succeeded,2024-12-10T23:10:28Z,evelyn_hernandez74@yahoo.com,5000000749,1000000657,card,,
ch_000000000712,11879,0,usd,succeeded,2025-03-12T23:12:28Z,evelyn_hernandez74@yahoo.com,5000000750,1000000658,card,,
ch_000000000713,11975,0,usd,succeeded,2025-06-07T23:12:28Z,evelyn_hernandez74@yahoo.com,5000000751,1000000659,card,,
ch_000000000714,11879,0,usd,succeeded,2025-09-08T23:12:28Z,evelyn_hernandez74@yahoo.com,5000000752,1000000660,google_pay,,
ch_000000000715,11769,0,usd,succeeded,2025-12-05T23:11:28Z,evelyn_hernandez74@yahoo.com,5000000753,1000000661,card,,
ch_000000000716,11769,0,usd,succeeded,2024-09-05T12:51:59Z,emily.young12@hotmail.com,5000000755,1000000662,card,,
ch_000000000717,11879,0,usd,succeeded,2024-12-03T12:50:59Z,emily.young12@hotmail.com,5000000756,1000000663,google_pay,,
ch_000000000718,11769,0,usd,succeeded,2024-01-12T08:57:49Z,masonyoung84@outlook.com,5000000757,1000000664,card,,
ch_000000000719,11975,0,usd,succeeded,2024-04-08T08:59:49Z,masonyoung84@outlook.com,5000000758,1000000665,google_pay,,
ch_000000000720,10999,0,usd,succeeded,2024-07-09T08:54:49Z,masonyoung84@outlook.com,5000000759,1000000666,apple_pay,,
ch_000000000721,11879,0,usd,succeeded,2024-10-08T08:57:49Z,masonyoung84@outlook.com,5000000760,1000000667,card,,
ch_000000000722,11769,0,usd,failed,2025-01-03T08:55:49Z,masonyoung84@outlook.com,,1000000668,card,card_declined,
ch_000000000723,11879,0,usd,failed,2025-04-04T08:56:49Z,masonyoung84@outlook.com,,1000000669,google_pay,expired_card,
ch_000000000724,11728,0,usd,failed,2025-07-04T08:56:49Z,masonyoung84@outlook.com,,1000000670,apple_pay,expired_card,
ch_000000000725,11879,0,usd,succeeded,2025-10-01T08:55:49Z,masonyoung84@outlook.com,5000000764,1000000671,card,,
ch_000000000726,22999,22999,usd,succeeded,2025-07-31T12:08:13Z,aaliyah_sanchez6@gmail.com,5000000765,,apple_pay,,
ch_000000000727,7676,0,usd,succeeded,2025-09-19T09:22:32Z,ethan_allen98@hotmail.com,5000000766,1000000672,apple_pay,,
ch_000000000728,9719,0,usd,succeeded,2025-10-17T09:20:32Z,ethan_allen98@hotmail.com,5000000767,1000000673,apple_pay,,
ch_000000000729,8636,0,usd,succeeded,2025-11-16T09:21:32Z,ethan_allen98@hotmail.com,5000000768,1000000674,card,,
ch_000000000730,9629,0,usd,succeeded,2025-12-18T09:22:32Z,ethan_allen98@hotmail.com,5000000769,1000000675,google_pay,,
ch_000000000731,3731,0,usd,succeeded,2025-06-06T19:39:50Z,sofiaperez@yahoo.com,5000000771,1000000676,card,,
ch_000000000732,3731,0,usd,succeeded,2025-07-07T19:38:50Z,sofiaperez@yahoo.com,5000000772,1000000677,card,,
ch_000000000733,3744,0,usd,succeeded,2025-08-05T19:39:50Z,sofiaperez@yahoo.com,5000000773,1000000678,card,,
ch_000000000734,3744,0,usd,succeeded,2025-09-05T19:40:50Z,sofiaperez@yahoo.com,5000000774,1000000679,card,,
ch_000000000735,3358,0,usd,succeeded,2025-10-05T19:36:50Z,sofiaperez@yahoo.com,5000000775,1000000680,card,,
ch_000000000736,3731,0,usd,succeeded,2025-11-05T19:37:50Z,sofiaperez@yahoo.com,5000000776,1000000681,card,,
ch_000000000737,3779,0,usd,succeeded,2025-12-05T19:40:50Z,sofiaperez@yahoo.com,5000000777,1000000682,card,,
ch_000000000738,3023,0,usd,succeeded,2025-06-13T10:07:21Z,lucas_rivera61@yahoo.com,5000000779,1000000683,google_pay,,
ch_000000000739,3499,0,usd,succeeded,2025-07-11T10:07:21Z,lucas_rivera61@yahoo.com,5000000780,1000000684,card,,
ch_000000000740,4814,0,usd,succeeded,2025-07-01T22:50:05Z,averyflores39@hotmail.com,5000000781,1000000685,apple_pay,,
ch_000000000741,4814,0,usd,succeeded,2025-07-29T22:52:05Z,averyflores39@hotmail.com,5000000782,1000000686,google_pay,,
ch_000000000742,4373,0,usd,succeeded,2025-08-29T22:53:05Z,averyflores39@hotmail.com,5000000783,1000000687,card,,
ch_000000000743,8999,0,usd,succeeded,2024-11-13T03:58:38Z,liam_white@icloud.com,5000000784,1000000688,card,,
ch_000000000744,9719,0,usd,succeeded,2024-12-14T03:55:38Z,liam_white@icloud.com,5000000785,1000000689,card,,
ch_000000000745,8999,0,usd,succeeded,2025-01-11T03:56:38Z,liam_white@icloud.com,5000000786,1000000690,card,,
ch_000000000746,9798,0,usd,failed,2025-02-13T03:55:38Z,liam_white@icloud.com,,1000000691,card,expired_card,
ch_000000000747,9719,0,usd,succeeded,2025-03-15T03:56:38Z,liam_white@icloud.com,5000000788,1000000692,card,,
ch_000000000748,9595,0,usd,succeeded,2025-04-12T03:56:38Z,liam_white@icloud.com,5000000789,1000000693,card,,
ch_000000000749,9798,9798,usd,succeeded,2025-05-11T03:57:38Z,liam_white@icloud.com,5000000790,1000000694,card,,
ch_000000000750,9629,0,usd,succeeded,2025-06-11T03:56:38Z,liam_white@icloud.com,5000000791,1000000695,card,,
ch_000000000751,9798,0,usd,succeeded,2025-07-12T03:58:38Z,liam_white@icloud.com,5000000792,1000000696,card,,
ch_000000000752,9595,0,usd,succeeded,2025-05-08T11:13:29Z,jaydenroberts@gmail.com,5000000793,1000000697,card,,
ch_000000000753,9798,0,usd,succeeded,2025-06-05T11:13:29Z,jaydenroberts@gmail.com,5000000794,1000000698,card,,
ch_000000000754,9719,0,usd,succeeded,2025-07-06T11:14:29Z,jaydenroberts@gmail.com,5000000795,1000000699,card,,
ch_000000000755,9595,0,usd,succeeded,2025-08-04T11:12:29Z,jaydenroberts@gmail.com,5000000796,1000000700,card,,
ch_000000000756,3499,0,usd,succeeded,2025-03-30T16:29:16Z,layla.thomas@yahoo.com,5000000797,1000000701,card,,
ch_000000000757,3744,0,usd,succeeded,2025-04-28T16:25:16Z,layla.thomas@yahoo.com,5000000798,1000000702,apple_pay,,
ch_000000000758,3744,0,usd,succeeded,2025-05-29T16:29:16Z,layla.thomas@yahoo.com,5000000799,1000000703,card,,
ch_000000000759,3744,0,usd,succeeded,2025-06-26T16:30:16Z,layla.thomas@yahoo.com,5000000800,1000000704,apple_pay,,
ch_000000000760,3744,0,usd,succeeded,2025-07-25T16:29:16Z,layla.thomas@yahoo.com,5000000801,1000000705,card,,
ch_000000000761,2799,0,usd,succeeded,2024-08-04T01:30:16Z,jacoballen@yahoo.com,5000000802,1000000706,google_pay,,
ch_000000000762,3499,0,usd,succeeded,2024-09-02T01:25:16Z,jacoballen@yahoo.com,5000000803,1000000707,card,,
ch_000000000763,3779,0,usd,succeeded,2024-10-02T01:26:16Z,jacoballen@yahoo.com,5000000804,1000000708,apple_pay,,
ch_000000000764,3779,0,usd,failed,2024-11-02T01:26:16Z,jacoballen@yahoo.com,,1000000709,card,insufficient_funds,
ch_000000000765,3744,0,usd,succeeded,2024-11-29T01:25:16Z,jacoballen@yahoo.com,5000000806,1000000710,card,,
ch_000000000766,3731,0,usd,succeeded,2024-12-31T01:29:16Z,jacoballen@yahoo.com,5000000807,1000000711,card,,
ch_000000000767,3810,0,usd,succeeded,2025-10-20T14:40:30Z,logan_lopez69@hotmail.com,5000000808,1000000712,card,,
ch_000000000768,3779,0,usd,succeeded,2025-11-20T14:38:30Z,logan_lopez69@hotmail.com,5000000809,1000000713,card,,
ch_000000000769,2624,0,usd,succeeded,2024-08-02T22:50:14Z,abigail_scott29@outlook.com,5000000810,,card,,
ch_000000000770,8747,0,usd,succeeded,2024-05-29T15:37:30Z,masondavis87@icloud.com,5000000811,1000000714,apple_pay,,
ch_000000000771,9798,0,usd,succeeded,2024-06-29T15:37:30Z,masondavis87@icloud.com,5000000812,1000000715,card,,
ch_000000000772,9595,0,usd,succeeded,2024-07-29T15:37:30Z,masondavis87@icloud.com,5000000813,1000000716,apple_pay,,
ch_000000000773,9798,0,usd,succeeded,2024-08-30T15:38:30Z,masondavis87@icloud.com,5000000814,1000000717,google_pay,,
ch_000000000774,9719,0,usd,succeeded,2025-07-07T14:54:17Z,michael_adams96@yahoo.com,5000000815,1000000718,card,,
ch_000000000775,9719,0,usd,succeeded,2025-08-04T14:55:17Z,michael_adams96@yahoo.com,5000000816,1000000719,card,,
ch_000000000776,9595,0,usd,succeeded,2025-09-03T14:53:17Z,michael_adams96@yahoo.com,5000000817,1000000720,google_pay,,
ch_000000000777,2249,0,usd,succeeded,2025-06-30T13:16:59Z,jacksonflores@yahoo.com,5000000818,1000000721,card,,
ch_000000000778,3209,0,usd,succeeded,2025-07-27T13:13:59Z,jacksonflores@yahoo.com,5000000819,1000000722,google_pay,,
ch_000000000779,3209,0,usd,succeeded,2025-08-27T13:17:59Z,jacksonflores@yahoo.com,5000000820,1000000723,card,,
ch_000000000780,3265,0,usd,failed,2025-09-26T13:14:59Z,jacksonflores@yahoo.com,,1000000724,card,card_declined,
ch_000000000781,3226,0,usd,succeeded,2025-07-19T10:49:01Z,jacobperez@yahoo.com,5000000822,,card,,
ch_000000000782,4891,0,usd,succeeded,2024-04-04T04:49:58Z,jayden_gonzalez42@gmail.com,5000000823,,google_pay,,
ch_000000000783,4332,0,usd,succeeded,2024-10-24T06:23:50Z,jacob.lopez51@yahoo.com,5000000824,1000000725,card,,
ch_000000000784,4499,0,usd,succeeded,2024-11-23T06:24:50Z,jacob.lopez51@yahoo.com,5000000825,1000000726,google_pay,,
ch_000000000785,4317,0,usd,succeeded,2024-12-25T06:26:50Z,jacob.lopez51@yahoo.com,5000000826,1000000727,card,,
ch_000000000786,4797,4797,usd,succeeded,2025-01-21T06:26:50Z,jacob.lopez51@yahoo.com,5000000827,1000000728,card,,
ch_000000000787,18780,0,usd,succeeded,2025-04-24T14:59:01Z,masonrobinson70@yahoo.com,5000000828,,card,,
ch_000000000788,18780,0,usd,succeeded,2024-12-11T15:44:29Z,aiden_campbell83@yahoo.com,5000000829,,apple_pay,,
ch_000000000789,4578,4578,usd,succeeded,2024-04-08T11:48:39Z,aria_green55@gmail.com,5000000830,,apple_pay,,
ch_000000000790,3297,0,usd,succeeded,2024-10-02T17:00:04Z,evelyn_smith@icloud.com,5000000831,,apple_pay,,
ch_000000000791,9595,0,usd,succeeded,2024-11-10T10:49:54Z,jaydenwhite@gmail.com,5000000832,1000000729,card,,
ch_000000000792,9719,9719,usd,succeeded,2025-02-10T10:49:54Z,jaydenwhite@gmail.com,5000000833,1000000730,card,,
ch_000000000793,9719,0,usd,succeeded,2025-05-11T10:49:54Z,jaydenwhite@gmail.com,5000000834,1000000731,card,,
ch_000000000794,9629,0,usd,succeeded,2025-08-10T10:52:54Z,jaydenwhite@gmail.com,5000000835,1000000732,card,,
ch_000000000795,9595,0,usd,succeeded,2025-11-05T10:48:54Z,jaydenwhite@gmail.com,5000000836,1000000733,apple_pay,,
ch_000000000796,4200,0,usd,succeeded,2025-05-04T10:39:38Z,camila_jackson@yahoo.com,5000000838,,card,,
ch_000000000797,8999,0,usd,succeeded,2025-09-05T08:00:50Z,nathan_scott@yahoo.com,5000000839,1000000734,card,,
ch_000000000798,9798,0,usd,succeeded,2025-12-02T08:01:50Z,nathan_scott@yahoo.com,5000000840,1000000735,card,,
ch_000000000799,9798,0,usd,succeeded,2024-06-02T11:00:26Z,mateo.davis@hotmail.com,5000000842,,apple_pay,,
ch_000000000800,9798,0,usd,succeeded,2025-04-03T07:05:32Z,laylawilson75@gmail.com,5000000843,1000000736,card,,
ch_000000000801,9798,0,usd,succeeded,2025-05-01T07:02:32Z,laylawilson75@gmail.com,5000000844,1000000737,card,,
ch_000000000802,9719,0,usd,succeeded,2025-06-01T07:03:32Z,laylawilson75@gmail.com,5000000845,1000000738,card,,
ch_000000000803,8999,0,usd,failed,2025-07-01T07:04:32Z,laylawilson75@gmail.com,,1000000739,card,card_declined,
ch_000000000804,8818,0,usd,succeeded,2025-07-30T07:01:32Z,laylawilson75@gmail.com,5000000847,1000000740,card,,
ch_000000000805,9595,0,usd,succeeded,2025-08-29T07:06:32Z,laylawilson75@gmail.com,5000000848,1000000741,google_pay,,
ch_000000000806,9798,0,usd,succeeded,2025-09-28T07:05:32Z,laylawilson75@gmail.com,5000000849,1000000742,apple_pay,,
ch_000000000807,4797,0,usd,succeeded,2024-09-19T05:09:35Z,mateobrown60@gmail.com,5000000850,1000000743,card,,
ch_000000000808,4499,0,usd,succeeded,2024-10-17T05:11:35Z,mateobrown60@gmail.com,5000000851,1000000744,card,,
ch_000000000809,4898,0,usd,succeeded,2024-11-18T05:11:35Z,mateobrown60@gmail.com,5000000852,1000000745,card,,
ch_000000000810,2834,0,usd,succeeded,2024-02-03T15:29:09Z,ellathompson@gmail.com,5000000853,1000000746,google_pay,,
ch_000000000811,3779,0,usd,succeeded,2024-03-05T15:29:09Z,ellathompson@gmail.com,5000000854,1000000747,card,,
ch_000000000812,3810,0,usd,succeeded,2024-04-03T15:32:09Z,ellathompson@gmail.com,5000000855,1000000748,card,,
ch_000000000813,3744,0,usd,succeeded,2024-05-05T15:31:09Z,ellathompson@gmail.com,5000000856,1000000749,card,,
ch_000000000814,3744,0,usd,succeeded,2024-06-04T15:30:09Z,ellathompson@gmail.com,5000000857,1000000750,card,,
ch_000000000815,22999,22999,usd,succeeded,2025-07-08T09:54:31Z,sofia_harris49@gmail.com,5000000858,,card,,
ch_000000000816,4530,0,usd,succeeded,2024-01-27T15:51:47Z,harper_wright@yahoo.com,5000000859,,card,,
