id,order_number,customer_id,email,created_at,financial_status,fulfillment_status,subtotal_price,total_tax,total_shipping,total_price,total_discounts,discount_codes,source_name,landing_site,referring_site,cancel_reason,cancelled_at,tags,billing_address_province
5000001586,11586,7000000362,harper_flores@yahoo.com,2025-07-16T04:06:42-05:00,paid,fulfilled,31.49,2.20,0.00,33.69,3.50,LOYAL10,subscription_contract,/?utm_source=email&utm_medium=none,,,,subscription,VA
5000001587,11587,7000000363,avataylor@hotmail.com,2025-08-15T20:34:17-05:00,paid,fulfilled,29.99,0.00,7.99,37.98,0.00,,web,/?utm_source=meta&utm_medium=paid,,,,,SC
5000001588,11588,7000000364,ellanelson32@outlook.com,2025-10-20T14:00:46-05:00,paid,fulfilled,38.24,0.00,0.00,38.24,6.75,WELCOME10,web,/?utm_source=google&utm_medium=paid,,,,subscription,MO
5000001589,11589,7000000364,ellanelson32@outlook.com,2025-11-18T14:00:46-05:00,paid,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/,,,,subscription,MO
5000001590,11590,7000000364,ellanelson32@outlook.com,2025-12-19T14:00:46-05:00,paid,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/,,,,subscription,MO
5000001592,11592,7000000365,jaydenhernandez61@yahoo.com,2025-05-19T11:40:26-05:00,paid,fulfilled,89.99,7.20,0.00,97.19,0.00,,web,/?utm_source=meta&utm_medium=paid,,,,subscription,CA
5000001593,11593,7000000365,jaydenhernandez61@yahoo.com,2025-06-19T11:40:26-05:00,paid,fulfilled,89.99,6.30,0.00,96.29,0.00,,subscription_contract,/,,,,subscription,CA
5000001594,11594,7000000366,henryanderson83@icloud.com,2024-03-22T16:42:54-05:00,paid,fulfilled,109.99,7.29,0.00,117.28,0.00,,web,/?utm_source=tiktok&utm_medium=paid,,,,,OH
5000001595,11595,7000000367,grace_lewis16@gmail.com,2025-02-20T15:00:46-05:00,paid,fulfilled,89.99,7.20,0.00,97.19,0.00,,web,/?utm_source=google&utm_medium=paid,,,,,TX
5000001596,11596,7000000368,owenflores@icloud.com,2025-01-09T01:58:33-05:00,paid,fulfilled,89.99,7.99,0.00,97.98,0.00,,web,/?utm_source=email&utm_medium=none,,,,,MI
5000001597,11597,7000000369,victoriaroberts77@outlook.com,2025-04-11T04:09:05-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,web,/?utm_source=google&utm_medium=paid,,,,subscription,IN
5000001598,11598,7000000369,victoriaroberts77@outlook.com,2025-05-08T04:09:05-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/,,,,subscription,IN
5000001599,11599,7000000369,victoriaroberts77@outlook.com,2025-06-10T04:09:05-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,IN
5000001600,11600,7000000369,victoriaroberts77@outlook.com,2025-07-07T04:09:05-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/,,,,subscription,IN
5000001601,11601,7000000369,victoriaroberts77@outlook.com,2025-08-07T04:09:05-05:00,refunded,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/,,,,subscription,IN
5000001602,11602,7000000369,victoriaroberts77@outlook.com,2025-09-07T04:09:05-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,IN
5000001603,11603,7000000369,victoriaroberts77@outlook.com,2025-10-05T04:09:05-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/,,,,subscription,IN
5000001604,11604,7000000369,victoriaroberts77@outlook.com,2025-11-05T04:09:05-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/,,,,subscription,IN
5000001605,11605,7000000369,victoriaroberts77@outlook.com,2025-12-05T04:09:05-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,IN
5000001607,11607,7000000370,elizabeththompson38@gmail.com,2024-06-18T17:55:42-05:00,paid,fulfilled,229.99,18.40,0.00,248.39,0.00,,web,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001608,11608,7000000370,elizabeththompson38@gmail.com,2024-09-16T17:55:42-05:00,refunded,fulfilled,229.99,20.41,0.00,250.40,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001609,11609,7000000370,elizabeththompson38@gmail.com,2024-12-16T17:55:42-05:00,paid,fulfilled,229.99,20.41,0.00,250.40,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001610,11610,7000000370,elizabeththompson38@gmail.com,2025-03-16T17:55:42-05:00,paid,fulfilled,229.99,15.24,0.00,245.23,0.00,,subscription_contract,/,,,,subscription,NY
5000001611,11611,7000000370,elizabeththompson38@gmail.com,2025-06-15T17:55:42-05:00,paid,fulfilled,229.99,16.10,0.00,246.09,0.00,,subscription_contract,/,,,,subscription,NY
5000001612,11612,7000000370,elizabeththompson38@gmail.com,2025-09-12T17:55:42-05:00,paid,fulfilled,229.99,15.24,0.00,245.23,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001613,11613,7000000370,elizabeththompson38@gmail.com,2025-12-12T17:55:42-05:00,paid,fulfilled,229.99,15.24,0.00,245.23,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001615,11615,7000000371,benjamin.flores@icloud.com,2025-04-14T06:56:19-05:00,paid,fulfilled,76.49,5.35,0.00,81.84,13.50,FIRST25,web,/?utm_source=direct&utm_medium=none,,,,subscription,PA
5000001616,11616,7000000371,benjamin.flores@icloud.com,2025-07-12T06:56:19-05:00,paid,fulfilled,89.99,7.99,0.00,97.98,0.00,,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,PA
5000001617,11617,7000000371,benjamin.flores@icloud.com,2025-10-12T06:56:19-05:00,refunded,fulfilled,80.99,6.48,0.00,87.47,9.00,LOYAL10,subscription_contract,/,,,,subscription,PA
5000001619,11619,7000000372,oliviagreen@icloud.com,2025-08-27T18:21:26-05:00,paid,fulfilled,27.99,2.24,0.00,30.23,7.00,WELCOME20,web,/?utm_source=google&utm_medium=paid,,,,subscription,CO
5000001620,11620,7000000372,oliviagreen@icloud.com,2025-09-25T18:21:26-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,CO
5000001621,11621,7000000372,oliviagreen@icloud.com,2025-10-26T18:21:26-05:00,paid,fulfilled,34.99,2.45,0.00,37.44,0.00,,subscription_contract,/,,,,subscription,CO
5000001622,11622,7000000373,chloe.mitchell71@hotmail.com,2025-06-06T06:27:06-05:00,paid,fulfilled,89.99,6.30,0.00,96.29,0.00,,web,/?utm_source=direct&utm_medium=none,,,,subscription,VA
5000001623,11623,7000000373,chloe.mitchell71@hotmail.com,2025-07-05T06:27:06-05:00,paid,fulfilled,89.99,5.96,0.00,95.95,0.00,,subscription_contract,/,,,,subscription,VA
5000001624,11624,7000000373,chloe.mitchell71@hotmail.com,2025-08-04T06:27:06-05:00,paid,fulfilled,89.99,0.00,0.00,89.99,0.00,,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,VA
5000001625,11625,7000000373,chloe.mitchell71@hotmail.com,2025-09-03T06:27:06-05:00,paid,fulfilled,80.99,6.48,0.00,87.47,9.00,LOYAL10,subscription_contract,/,,,,subscription,VA
5000001626,11626,7000000373,chloe.mitchell71@hotmail.com,2025-10-05T06:27:06-05:00,paid,fulfilled,89.99,6.30,0.00,96.29,0.00,,subscription_contract,/,,,,subscription,VA
5000001627,11627,7000000373,chloe.mitchell71@hotmail.com,2025-11-04T06:27:06-05:00,paid,fulfilled,80.99,0.00,0.00,80.99,9.00,SAVE10,subscription_contract,/,,,,subscription,VA
5000001628,11628,7000000373,chloe.mitchell71@hotmail.com,2025-12-01T06:27:06-05:00,paid,fulfilled,89.99,7.99,0.00,97.98,0.00,,subscription_contract,/,,,,subscription,VA
5000001630,11630,7000000374,jacksonharris77@hotmail.com,2025-03-07T22:10:22-05:00,paid,fulfilled,229.99,16.10,0.00,246.09,0.00,,web,/?utm_source=referral&utm_medium=none,,,,subscription,AZ
5000001631,11631,7000000374,jacksonharris77@hotmail.com,2025-06-02T22:10:22-05:00,paid,fulfilled,229.99,0.00,0.00,229.99,0.00,,subscription_contract,/,,,,subscription,AZ
5000001632,11632,7000000374,jacksonharris77@hotmail.com,2025-09-01T22:10:22-05:00,paid,fulfilled,229.99,0.00,0.00,229.99,0.00,,subscription_contract,/,,,,subscription,AZ
5000001633,11633,7000000374,jacksonharris77@hotmail.com,2025-11-29T22:10:22-05:00,paid,fulfilled,229.99,16.10,0.00,246.09,0.00,,subscription_contract,/,,,,subscription,AZ
5000001635,11635,7000000375,avery_perez@yahoo.com,2025-09-11T18:39:07-05:00,paid,fulfilled,229.99,20.41,0.00,250.40,0.00,,web,/?utm_source=meta&utm_medium=paid,,,,subscription,MA
5000001636,11636,7000000375,avery_perez@yahoo.com,2025-12-09T18:39:07-05:00,paid,fulfilled,229.99,20.41,0.00,250.40,0.00,,subscription_contract,/,,,,subscription,MA
5000001638,11638,7000000376,elijahwilson92@outlook.com,2024-05-15T23:40:08-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,web,/?utm_source=influencer&utm_medium=none,,,,subscription,MO
5000001639,11639,7000000376,elijahwilson92@outlook.com,2024-06-16T23:40:08-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/?utm_source=influencer&utm_medium=none,,,,subscription,MO
5000001640,11640,7000000376,elijahwilson92@outlook.com,2024-07-14T23:40:08-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/?utm_source=influencer&utm_medium=none,,,,subscription,MO
5000001641,11641,7000000377,zoey_davis72@hotmail.com,2025-03-06T19:26:19-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,web,/?utm_source=meta&utm_medium=paid,,,,subscription,MN
5000001642,11642,7000000377,zoey_davis72@hotmail.com,2025-04-05T19:26:19-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/?utm_source=meta&utm_medium=paid,,,,subscription,MN
5000001643,11643,7000000377,zoey_davis72@hotmail.com,2025-05-05T19:26:19-05:00,paid,fulfilled,44.99,0.00,0.00,44.99,0.00,,subscription_contract,/,,,,subscription,MN
5000001644,11644,7000000377,zoey_davis72@hotmail.com,2025-06-03T19:26:19-05:00,paid,fulfilled,44.99,0.00,0.00,44.99,0.00,,subscription_contract,/?utm_source=meta&utm_medium=paid,,,,subscription,MN
5000001645,11645,7000000377,zoey_davis72@hotmail.com,2025-07-02T19:26:19-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/,,,,subscription,MN
5000001646,11646,7000000377,zoey_davis72@hotmail.com,2025-08-03T19:26:19-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/,,,,subscription,MN
5000001647,11647,7000000377,zoey_davis72@hotmail.com,2025-08-30T19:26:19-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/?utm_source=meta&utm_medium=paid,,,,subscription,MN
5000001648,11648,7000000377,zoey_davis72@hotmail.com,2025-09-29T19:26:19-05:00,paid,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/,,,,subscription,MN
5000001649,11649,7000000377,zoey_davis72@hotmail.com,2025-11-01T19:26:19-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/,,,,subscription,MN
5000001650,11650,7000000377,zoey_davis72@hotmail.com,2025-12-01T19:26:19-05:00,paid,fulfilled,40.49,2.68,0.00,43.17,4.50,LOYAL10,subscription_contract,/?utm_source=meta&utm_medium=paid,,,,subscription,MN
5000001651,11651,7000000378,chloe.miller@gmail.com,2024-02-29T07:16:41-05:00,paid,fulfilled,29.74,0.00,0.00,29.74,5.25,TRYDEW,web,/?utm_source=meta&utm_medium=paid,,,,subscription,MO
5000001652,11652,7000000378,chloe.miller@gmail.com,2024-03-28T07:16:41-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/,,,,subscription,MO
5000001653,11653,7000000379,layla.taylor8@yahoo.com,2025-07-09T01:10:34-05:00,paid,fulfilled,109.99,7.70,0.00,117.69,0.00,,web,/?utm_source=meta&utm_medium=paid,,,,,SC
5000001654,11654,7000000380,ariabaker@hotmail.com,2024-09-01T18:36:07-05:00,paid,fulfilled,71.99,4.77,0.00,76.76,18.00,TRYDEW,web,/?utm_source=direct&utm_medium=none,,,,subscription,AZ
5000001655,11655,7000000380,ariabaker@hotmail.com,2024-11-30T18:36:07-05:00,paid,fulfilled,89.99,5.96,0.00,95.95,0.00,,subscription_contract,/,,,,subscription,AZ
5000001656,11656,7000000380,ariabaker@hotmail.com,2025-02-27T18:36:07-05:00,paid,fulfilled,89.99,7.20,0.00,97.19,0.00,,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,AZ
5000001657,11657,7000000380,ariabaker@hotmail.com,2025-05-29T18:36:07-05:00,pending,unfulfilled,89.99,7.20,0.00,97.19,0.00,,subscription_contract,/,,,,subscription,AZ
5000001658,11658,7000000380,ariabaker@hotmail.com,2025-08-28T18:36:07-05:00,paid,fulfilled,89.99,7.20,0.00,97.19,0.00,,subscription_contract,/,,,,subscription,AZ
5000001659,11659,7000000380,ariabaker@hotmail.com,2025-11-25T18:36:07-05:00,paid,fulfilled,89.99,0.00,0.00,89.99,0.00,,subscription_contract,/,,,,subscription,AZ
5000001661,11661,7000000381,ethan_harris88@hotmail.com,2024-01-14T09:09:03-05:00,paid,fulfilled,89.99,7.99,0.00,97.98,0.00,,web,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001662,11662,7000000381,ethan_harris88@hotmail.com,2024-02-15T09:09:03-05:00,paid,fulfilled,89.99,7.99,0.00,97.98,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,NY
5000001663,11663,7000000381,ethan_harris88@hotmail.com,2024-03-16T09:09:03-05:00,paid,fulfilled,89.99,7.99,0.00,97.98,0.00,,subscription_contract,/,,,,subscription,NY
5000001664,11664,7000000382,camilarivera83@hotmail.com,2025-09-10T07:09:11-05:00,paid,fulfilled,44.99,3.60,7.99,56.58,0.00,,web,/?utm_source=direct&utm_medium=none,,,,,OR
5000001665,11665,7000000383,michaellopez@yahoo.com,2025-06-13T04:20:43-05:00,paid,fulfilled,26.24,2.33,0.00,28.57,8.75,WELCOME10,web,/?utm_source=meta&utm_medium=paid,,,,,CT
5000001666,11666,7000000384,victoria.taylor21@gmail.com,2025-04-25T05:38:10-05:00,paid,fulfilled,29.74,2.38,0.00,32.12,5.25,FIRST25,web,/?utm_source=google&utm_medium=paid,,,,subscription,MI
5000001667,11667,7000000384,victoria.taylor21@gmail.com,2025-05-25T05:38:10-05:00,paid,fulfilled,34.99,0.00,0.00,34.99,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,MI
5000001668,11668,7000000384,victoria.taylor21@gmail.com,2025-06-21T05:38:10-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/,,,,subscription,MI
5000001669,11669,7000000384,victoria.taylor21@gmail.com,2025-07-23T05:38:10-05:00,paid,fulfilled,34.99,2.80,0.00,37.79,0.00,,subscription_contract,/,,,,subscription,MI
5000001670,11670,7000000384,victoria.taylor21@gmail.com,2025-08-20T05:38:10-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,MI
5000001671,11671,7000000384,victoria.taylor21@gmail.com,2025-09-19T05:38:10-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,MI
5000001672,11672,7000000384,victoria.taylor21@gmail.com,2025-10-19T05:38:10-05:00,paid,fulfilled,34.99,0.00,0.00,34.99,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,MI
5000001673,11673,7000000384,victoria.taylor21@gmail.com,2025-11-18T05:38:10-05:00,paid,fulfilled,34.99,0.00,0.00,34.99,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,MI
5000001674,11674,7000000384,victoria.taylor21@gmail.com,2025-12-21T05:38:10-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/,,,,subscription,MI
5000001675,11675,7000000385,savannahgreen85@icloud.com,2025-07-18T13:02:14-05:00,paid,fulfilled,34.99,2.45,0.00,37.44,0.00,,web,/?utm_source=google&utm_medium=paid,,,,subscription,MN
5000001676,11676,7000000385,savannahgreen85@icloud.com,2025-08-17T13:02:14-05:00,paid,fulfilled,34.99,2.80,0.00,37.79,0.00,,subscription_contract,/,,,,subscription,MN
5000001677,11677,7000000386,harper.king@icloud.com,2025-07-06T14:41:16-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,web,/?utm_source=google&utm_medium=paid,,,,subscription,OR
5000001678,11678,7000000386,harper.king@icloud.com,2025-08-04T14:41:16-05:00,paid,fulfilled,34.99,2.80,0.00,37.79,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,OR
5000001679,11679,7000000386,harper.king@icloud.com,2025-09-04T14:41:16-05:00,paid,fulfilled,34.99,2.45,0.00,37.44,0.00,,subscription_contract,/?utm_source=google&utm_medium=paid,,,,subscription,OR
5000001680,11680,7000000387,penelope_perez47@yahoo.com,2025-09-27T19:18:53-05:00,paid,fulfilled,80.99,5.37,0.00,86.36,9.00,FIRST25,web,/?utm_source=tiktok&utm_medium=paid,,,,subscription,SC
5000001681,11681,7000000387,penelope_perez47@yahoo.com,2025-10-28T19:18:53-05:00,paid,fulfilled,89.99,0.00,0.00,89.99,0.00,,subscription_contract,/?utm_source=tiktok&utm_medium=paid,,,,subscription,SC
5000001682,11682,7000000387,penelope_perez47@yahoo.com,2025-11-27T19:18:53-05:00,paid,fulfilled,89.99,5.96,0.00,95.95,0.00,,subscription_contract,/,,,,subscription,SC
5000001683,11683,7000000387,penelope_perez47@yahoo.com,2025-12-26T19:18:53-05:00,paid,fulfilled,89.99,0.00,0.00,89.99,0.00,,subscription_contract,/?utm_source=tiktok&utm_medium=paid,,,,subscription,SC
5000001685,11685,7000000388,penelope_thompson@gmail.com,2024-11-24T13:53:07-05:00,partially_refunded,fulfilled,93.49,0.00,0.00,93.49,16.50,FIRST25,web,/?utm_source=referral&utm_medium=none,,,,subscription,MO
5000001686,11686,7000000388,penelope_thompson@gmail.com,2025-02-25T13:53:07-05:00,paid,fulfilled,98.99,8.79,0.00,107.78,11.00,LOYAL10,subscription_contract,/,,,,subscription,MO
5000001687,11687,7000000388,penelope_thompson@gmail.com,2025-05-24T13:53:07-05:00,paid,fulfilled,98.99,8.79,0.00,107.78,11.00,SAVE10,subscription_contract,/?utm_source=referral&utm_medium=none,,,,subscription,MO
5000001688,11688,7000000388,penelope_thompson@gmail.com,2025-08-21T13:53:07-05:00,paid,fulfilled,109.99,9.76,0.00,119.75,0.00,,subscription_contract,/,,,,subscription,MO
5000001689,11689,7000000389,benjaminwright@hotmail.com,2025-01-20T18:43:31-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,web,/?utm_source=email&utm_medium=none,,,,subscription,SC
5000001690,11690,7000000389,benjaminwright@hotmail.com,2025-02-18T18:43:31-05:00,paid,fulfilled,44.99,0.00,0.00,44.99,0.00,,subscription_contract,/?utm_source=email&utm_medium=none,,,,subscription,SC
5000001691,11691,7000000389,benjaminwright@hotmail.com,2025-03-22T18:43:31-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/,,,,subscription,SC
5000001692,11692,7000000389,benjaminwright@hotmail.com,2025-04-19T18:43:31-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/,,,,subscription,SC
5000001693,11693,7000000389,benjaminwright@hotmail.com,2025-05-18T18:43:31-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/,,,,subscription,SC
5000001694,11694,7000000389,benjaminwright@hotmail.com,2025-06-19T18:43:31-05:00,paid,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/?utm_source=email&utm_medium=none,,,,subscription,SC
5000001695,11695,7000000390,oliviajackson25@hotmail.com,2024-04-10T06:05:40-05:00,paid,fulfilled,109.99,7.29,0.00,117.28,0.00,,web,/?utm_source=influencer&utm_medium=none,,,,subscription,CA
5000001696,11696,7000000390,oliviajackson25@hotmail.com,2024-07-09T06:05:40-05:00,paid,fulfilled,109.99,7.70,0.00,117.69,0.00,,subscription_contract,/,,,,subscription,CA
5000001697,11697,7000000390,oliviajackson25@hotmail.com,2024-10-08T06:05:40-05:00,paid,fulfilled,109.99,0.00,0.00,109.99,0.00,,subscription_contract,/?utm_source=influencer&utm_medium=none,,,,subscription,CA
5000001698,11698,7000000390,oliviajackson25@hotmail.com,2025-01-03T06:05:40-05:00,pending,unfulfilled,109.99,9.76,0.00,119.75,0.00,,subscription_contract,/,,,,subscription,CA
5000001699,11699,7000000390,oliviajackson25@hotmail.com,2025-04-04T06:05:40-05:00,paid,fulfilled,109.99,9.76,0.00,119.75,0.00,,subscription_contract,/,,,,subscription,CA
5000001700,11700,7000000390,oliviajackson25@hotmail.com,2025-07-02T06:05:40-05:00,paid,fulfilled,109.99,7.70,0.00,117.69,0.00,,subscription_contract,/,,,,subscription,CA
5000001701,11701,7000000390,oliviajackson25@hotmail.com,2025-10-01T06:05:40-05:00,paid,fulfilled,109.99,7.70,0.00,117.69,0.00,,subscription_contract,/?utm_source=influencer&utm_medium=none,,,,subscription,CA
5000001703,11703,7000000391,amelianelson28@gmail.com,2025-07-06T15:50:47-05:00,paid,fulfilled,29.99,0.00,0.00,29.99,0.00,,web,/?utm_source=organic&utm_medium=search,,,,subscription,PA
5000001704,11704,7000000391,amelianelson28@gmail.com,2025-08-05T15:50:47-05:00,paid,fulfilled,29.99,0.00,0.00,29.99,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,PA
5000001705,11705,7000000392,liamrobinson@gmail.com,2024-02-28T06:28:49-05:00,paid,fulfilled,34.99,0.00,0.00,34.99,0.00,,web,/?utm_source=direct&utm_medium=none,,,,subscription,CA
5000001706,11706,7000000392,liamrobinson@gmail.com,2024-03-27T06:28:49-05:00,paid,fulfilled,34.99,0.00,0.00,34.99,0.00,,subscription_contract,/,,,,subscription,CA
5000001707,11707,7000000392,liamrobinson@gmail.com,2024-04-26T06:28:49-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,CA
5000001708,11708,7000000392,liamrobinson@gmail.com,2024-05-25T06:28:49-05:00,paid,fulfilled,31.49,2.79,0.00,34.28,3.50,COMEBACK10,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,CA
5000001709,11709,7000000392,liamrobinson@gmail.com,2024-06-26T06:28:49-05:00,partially_refunded,fulfilled,34.99,0.00,0.00,34.99,0.00,,subscription_contract,/,,,,subscription,CA
5000001710,11710,7000000392,liamrobinson@gmail.com,2024-07-27T06:28:49-05:00,paid,fulfilled,34.99,2.80,0.00,37.79,0.00,,subscription_contract,/,,,,subscription,CA
5000001711,11711,7000000392,liamrobinson@gmail.com,2024-08-23T06:28:49-05:00,pending,unfulfilled,31.49,0.00,0.00,31.49,3.50,COMEBACK10,subscription_contract,/,,,,subscription,CA
5000001712,11712,7000000392,liamrobinson@gmail.com,2024-09-23T06:28:49-05:00,refunded,fulfilled,34.99,0.00,0.00,34.99,0.00,,subscription_contract,/,,,,subscription,CA
5000001713,11713,7000000392,liamrobinson@gmail.com,2024-10-23T06:28:49-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/,,,,subscription,CA
5000001714,11714,7000000392,liamrobinson@gmail.com,2024-11-24T06:28:49-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,CA
5000001715,11715,7000000392,liamrobinson@gmail.com,2024-12-24T06:28:49-05:00,paid,fulfilled,34.99,2.80,0.00,37.79,0.00,,subscription_contract,/,,,,subscription,CA
5000001716,11716,7000000393,benjamin_clark58@icloud.com,2024-01-18T14:10:52-05:00,paid,fulfilled,33.74,2.36,0.00,36.10,11.25,FIRST25,web,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001717,11717,7000000393,benjamin_clark58@icloud.com,2024-02-17T14:10:52-05:00,paid,fulfilled,40.49,0.00,0.00,40.49,4.50,SAVE10,subscription_contract,/,,,,subscription,MI
5000001718,11718,7000000393,benjamin_clark58@icloud.com,2024-03-18T14:10:52-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/,,,,subscription,MI
5000001719,11719,7000000393,benjamin_clark58@icloud.com,2024-04-20T14:10:52-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/,,,,subscription,MI
5000001720,11720,7000000393,benjamin_clark58@icloud.com,2024-05-19T14:10:52-05:00,paid,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001721,11721,7000000393,benjamin_clark58@icloud.com,2024-06-17T14:10:52-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001722,11722,7000000393,benjamin_clark58@icloud.com,2024-07-17T14:10:52-05:00,refunded,fulfilled,44.99,2.98,0.00,47.97,0.00,,subscription_contract,/,,,,subscription,MI
5000001723,11723,7000000393,benjamin_clark58@icloud.com,2024-08-16T14:10:52-05:00,paid,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/,,,,subscription,MI
5000001724,11724,7000000393,benjamin_clark58@icloud.com,2024-09-14T14:10:52-05:00,paid,fulfilled,44.99,0.00,0.00,44.99,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001725,11725,7000000393,benjamin_clark58@icloud.com,2024-10-17T14:10:52-05:00,paid,fulfilled,44.99,3.99,0.00,48.98,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001726,11726,7000000393,benjamin_clark58@icloud.com,2024-11-14T14:10:52-05:00,paid,fulfilled,44.99,3.15,0.00,48.14,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001727,11727,7000000393,benjamin_clark58@icloud.com,2024-12-15T14:10:52-05:00,paid,fulfilled,44.99,3.60,0.00,48.59,0.00,,subscription_contract,/?utm_source=organic&utm_medium=search,,,,subscription,MI
5000001728,11728,7000000394,aaliyahmitchell@outlook.com,2024-04-20T10:33:09-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,web,/?utm_source=direct&utm_medium=none,,,,subscription,TN
5000001729,11729,7000000394,aaliyahmitchell@outlook.com,2024-05-18T10:33:09-05:00,paid,fulfilled,34.99,2.45,0.00,37.44,0.00,,subscription_contract,/,,,,subscription,TN
5000001730,11730,7000000394,aaliyahmitchell@outlook.com,2024-06-18T10:33:09-05:00,paid,fulfilled,34.99,2.32,0.00,37.31,0.00,,subscription_contract,/?utm_source=direct&utm_medium=none,,,,subscription,TN
